id,source_x,source_y,reference_x,reference_y,refined_ref_x,refined_ref_y,subpixel_dx,subpixel_dy,confidence,is_inlier,grid_cell_x,grid_cell_y,residual_px
48,207.0,91.0,198.0,98.0,197.88507229089737,97.6165061891079,-0.11492770910263062,-0.3834938108921051,0.2865816593914351,True,3,1,0.39820027351379395
49,162.0,74.0,154.0,79.0,153.9427007958293,78.99528350727633,-0.05729920417070389,-0.004716492723673582,0.27504934740818415,False,3,1,0.0
218,200.0,81.0,193.0,87.0,191.84885521233082,87.11696919798851,-1.1511447876691818,0.11696919798851013,0.1187044750497879,True,3,1,0.3410860002040863
61,473.0,338.0,456.0,355.0,455.39543759822845,353.98669356293976,-0.6045624017715454,-1.013306437060237,0.27246552573639127,True,8,6,0.24072663486003876
50,476.0,298.0,460.0,313.0,459.923025354743,314.03127517551184,-0.07697464525699615,1.031275175511837,0.2123958966699378,True,8,6,0.17219798266887665
53,462.0,328.0,446.0,344.0,444.9022976756096,343.31928756833076,-1.0977023243904114,-0.6807124316692352,0.1394533351810529,True,8,6,0.10084143280982971
54,117.0,271.0,102.0,274.0,102.57234913110733,273.87260714173317,0.5723491311073303,-0.12739285826683044,0.2902095015872067,False,1,5,0.0
228,109.0,297.0,93.0,303.0,92.83446775376797,300.5967783629894,-0.16553224623203278,-2.4032216370105743,0.20981843994960947,True,1,5,0.513315737247467
176,448.0,150.0,436.0,165.0,437.01469422411174,164.9716750830412,1.0146942241117358,-0.0283249169588089,0.4359281578103408,True,8,3,0.027444317936897278
290,439.0,177.0,427.0,192.0,427.00567980576307,192.06978310644627,0.005679805763065815,0.06978310644626617,0.3579823572478445,True,8,3,0.42258429527282715
236,438.0,162.0,425.0,176.0,426.3668685555458,177.2521708905697,1.3668685555458069,1.252170890569687,0.2592510004205162,True,8,3,0.668647825717926
58,456.0,169.0,444.0,184.0,444.6338894367218,184.15955260396004,0.6338894367218018,0.15955260396003723,0.21675561794971498,True,8,3,0.28882765769958496
296,182.0,416.0,162.0,421.0,161.67769381403923,421.59032943844795,-0.32230618596076965,0.5903294384479523,0.34675032403695905,True,3,8,0.1747709959745407
146,180.0,443.0,159.0,448.0,159.13166683912277,448.36851367354393,0.13166683912277222,0.36851367354393005,0.31534298470588623,True,3,8,0.350746750831604
281,408.0,157.0,397.0,171.0,397.0010418818565,170.39791497588158,0.001041881856508553,-0.6020850241184235,0.3291773050386355,True,7,3,0.261900395154953
135,421.0,172.0,409.0,186.0,409.2958790361881,186.08012333512306,0.2958790361881256,0.08012333512306213,0.3212463404111543,True,7,3,0.04648355394601822
225,391.0,148.0,379.0,162.0,380.167837202549,161.15697453916073,1.1678372025489807,-0.8430254608392715,0.2839818819290979,False,7,3,0.0
83,399.0,172.0,386.0,186.0,388.01527533121407,185.2070031762123,2.0152753312140703,-0.7929968237876892,0.2488576867956437,False,7,3,0.0
237,460.0,199.0,446.0,215.0,448.06429651379585,214.11185515671968,2.0642965137958527,-0.8881448432803154,0.35348222933981804,False,8,4,0.0
232,428.0,212.0,414.0,225.0,413.9157360345125,226.9343472197652,-0.08426396548748016,1.9343472197651863,0.32686760344181987,True,8,4,1.189967393875122
180,472.0,241.0,459.0,256.0,457.9666772335768,256.08325515687466,-1.0333227664232254,0.08325515687465668,0.3026267359254292,False,8,4,0.0
65,440.0,206.0,427.0,221.0,426.61942809820175,220.75059354305267,-0.3805719017982483,-0.24940645694732666,0.30017025193927804,True,8,4,0.47513091564178467
213,134.0,433.0,114.0,437.0,113.21038146317005,436.95008670538664,-0.7896185368299484,-0.04991329461336136,0.3342740851550404,False,2,8,0.0
221,170.0,424.0,150.0,430.0,150.00606995821,429.0454752370715,0.006069958209991455,-0.9545247629284859,0.2967055077192957,False,2,8,0.0
305,158.0,430.0,138.0,435.0,137.37745961546898,434.9349711984396,-0.6225403845310211,-0.06502880156040192,0.2916143473105217,False,2,8,0.0
277,128.0,413.0,108.0,413.0,108.0,417.0,0.0,4.0,0.07803856258370225,True,2,8,0.20948119461536407
67,370.0,363.0,353.0,375.0,352.0857596024871,375.0824456959963,-0.9142403975129128,0.08244569599628448,0.2678931877910626,True,6,7,0.44258826971054077
264,356.0,347.0,338.0,359.0,338.1445047110319,359.15596014261246,0.14450471103191376,0.15596014261245728,0.24704253756299216,True,6,7,0.46604010462760925
74,126.0,46.0,119.0,50.0,118.91406580805779,49.95234789699316,-0.08593419194221497,-0.04765210300683975,0.2334661031589812,False,2,0,0.0
138,205.0,127.0,195.0,133.0,194.93255714327097,133.51573300361633,-0.06744285672903061,0.515733003616333,0.32696372622452813,True,3,2,0.08460039645433426
128,201.0,111.0,192.0,118.0,191.19766707718372,117.75662010908127,-0.8023329228162766,-0.2433798909187317,0.27393045644691677,True,3,2,0.5253434181213379
212,204.0,146.0,194.0,152.0,193.0964295193553,152.79180046916008,-0.9035704806447029,0.79180046916008,0.2640430888549967,True,3,2,0.4001029133796692
75,193.0,97.0,183.0,103.0,184.05532958358526,103.15300932526588,1.0553295835852623,0.1530093252658844,0.16003279106038443,False,3,2,0.0
78,489.0,286.0,475.0,302.0,473.5121046602726,302.0996797159314,-1.4878953397274017,0.09967971593141556,0.16376658529953028,True,9,5,0.3422810733318329
79,451.0,69.0,442.0,83.0,442.9734568595886,84.09576335549355,0.973456859588623,1.0957633554935455,0.1942262897817419,True,8,1,0.14904506504535675
249,457.0,80.0,449.0,99.0,448.148282378912,95.61642745137215,-0.851717621088028,-3.3835725486278534,0.1343917017903008,True,8,1,0.39333873987197876
